Nowe oferty od A do F	PL	ENG		Region	WYBIERZ	Merchant name	Start date	Średnia ilosc paczek 2022	Średnia ilosc paczek od 1-9 2023	Status 2022	Status 10.2023	Reve	Pierwszy produkt w paczce	Ile miesięcy	Waluta	Region			Koszty per pozycja	PL	PL	PL	INT	INT	INT	Razem: Suma z WARTOŚC PLN bez produktu V3	Razem: Suma z ILOSC V2 (ujednolicone magazynowanie)	Razem: Suma z SREDNIA V3			PL	EUR	Arkusze z raportu	Koszty per klient	Pozycja V4	Średnia wartość w 06'-09'23 PLN	Średnie wystąpienia w 06'-09'23	Key	Ilosc				Etykiety wierszy	Suma z Liczba SKU (SUMA z okresów 06'-09')				Key	Master reve (średnia ważona 06'-09')					Key	Logo	Tech	Stary próg	Cena	Nowy próg	Tomek			2drink	6,1			SYMBOL 	NAZWA POLSKA	NAZWA ANGIELSKA	SYMBOL 	Strefa	KRAJ	STREFA			Oferty	Score			Logo	Kod	Typ	Pozycja	Ilosc		DACH	FULL CARRIER PRICE LIST	COUNTRY - CARRIER - WEIGHT	NEW RATE	8		PLN	1			Poprzedni poziom oferty	Nowy poziom oferty
	LaManiaFas	NanoShower		INT	Swag42	SWAG42		0	=WYSZUKAJ.PIONOWO(F32;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F32;Sprawdzenie!$B:$G;6;0)	17 789,00zł	TAK	1	EUR	=E32			Serwisowanie urządzeń	358	23	15,57				358,11	23	15,57						Moonka	0-499	961	214	=AI32&AJ32	=AL32				HiFi	85				AustralianIT Services	12,89					=BD32&BE32	Bizuu	WzStaw2	1 499,00	3,63	1 000 - 2 999				Impossible	9,11			BN	Brunei Darussalam	Brunei Darussalam	BN	="STREFA "&WYSZUKAJ.PIONOWO(BQ32;BU:BV;2;0)	Jersey	2							FHUTomSkow	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	LefleoPL	Nordic		PL	2drink	2drink	2016-10	886	=WYSZUKAJ.PIONOWO(F33;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F33;Sprawdzenie!$B:$G;6;0)	22 857,08zł	NIE	6	PLN	=E33			PRZYJĘCIE	369880	630351	0,59	240907	241943	1	610786,42	872294	0,7						NuviaLab	0-499	72	10	=AI33&AJ33	=AL33				Himalaya	9565				AustralianMerchant Support	3581,5					=BD33&BE33	Bizuu	WzStawMAX	1 500,00	3,51	1 000 - 2 999				Jemyzdrowo	-0,48			IO	Brytyjskie Terytorium Oceanu Indyjskiego	British Indian Ocean Territory	IO	="STREFA "&WYSZUKAJ.PIONOWO(BQ33;BU:BV;2;0)	Liechtenstein	2							Fobeli	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Likano	NuviaLab		PL	7SFabricat	7S Fabrications		0	=WYSZUKAJ.PIONOWO(F34;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F34;Sprawdzenie!$B:$G;6;0)	5 000,00zł	TAK	2	PLN	=E34			PRZYJĘCIE	231501	569706	0,41	119593	189131	0,63	351094,47	758837	0,46						OrganizerS	0-499	2561	387	=AI34&AJ34	=AL34				HomeSpot	3154				AustralianPackaging	11046,345					=BD34&BE34	Brothers	WzStaw1	99	8,02	0 - 499				Kamedis	5,39			BG	Bułgaria	Bułgaria	BG	="STREFA "&WYSZUKAJ.PIONOWO(BQ34;BU:BV;2;0)	Norwegia	2							FundMamoPr	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	LustriNet	OryxIsles		PL	Aleo	Aloe	2018-10	50	=WYSZUKAJ.PIONOWO(F35;Sprawdzenie!$K:$V;12;0)	2. Churn in progress	=WYSZUKAJ.PIONOWO(F35;Sprawdzenie!$B:$G;6;0)	2 154,08zł	TAK	6	PLN	=E35			przyjęcie opakowania zbiorczego [inner]	50822	81646	0,62	41444	18082	2,29	92265,46	99728	0,93						Osa	0-499	31	3	=AI35&AJ35	=AL35				HunterGath	72				AustralianWarehousing	5743,595					=BD35&BE35	Brothers	WzStaw2	199	6,99	0 - 499				Klarta	4,62			BF	Burkina Faso	Burkina Faso	BF	="STREFA "&WYSZUKAJ.PIONOWO(BQ35;BU:BV;2;0)	San Marino	2							GrafSatale	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Mercator	PerfectPur		PL	Bizuu	Bizuu	2019-8	2528	=WYSZUKAJ.PIONOWO(F36;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F36;Sprawdzenie!$B:$G;6;0)	78 609,77zł	NIE	6	PLN	=E36			przyjęcie palety	5015	667	7,52	2832	179	15,82	7847,62	846	9,28						PanPablo	0-499	546	118	=AI36&AJ36	=AL36				Jemyzdrowo	1295				BalmarkAdditional	0					=BD36&BE36	Brothers	WzStaw3	299	6,3	0 - 499				KlaudynaHe	3,21			BI	Burundi	Burundi	BI	="STREFA "&WYSZUKAJ.PIONOWO(BQ36;BU:BV;2;0)	Wielka Brytania	2							GymGang	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Moonka	Smartware		PL	Brothers	Brothers&Sisters	2020-10	30	=WYSZUKAJ.PIONOWO(F37;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F37;Sprawdzenie!$B:$G;6;0)	3 187,31zł	NIE	6	PLN	=E37			przyjęcie produktu [szt.]	152780	468019	0,33	47825	112071	0,43	200604,76	580090	0,35						PDSSmart	0-499	3	1	=AI37&AJ37	=AL37				Kiekkotorn	565				BalmarkHandling	4211,68					=BD37&BE37	Brothers	WzStaw4	399	5,15	0 - 499				KMA	5,73			XC	Ceuta	Ceuta	XC	="STREFA "&WYSZUKAJ.PIONOWO(BQ37;BU:BV;2;0)	Kanada	3							GrupaPracu	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	MOSEDA	Strumpi		PL	CieszeSie	Cieszesiezejestes	2022-06	31	=WYSZUKAJ.PIONOWO(F38;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F38;Sprawdzenie!$B:$G;6;0)	739,17zł	TAK	6	PLN	=E38			przyjęcie produktu [szt.] Grupa 1-a Kontrola produktu 0-nie	7455	8771	0,85	1445	4494	0,32	8900,13	13265	0,67						Ralls	0-499	462	108	=AI38&AJ38	=AL38				Klarta	10847				BalmarkProject Management	0					=BD38&BE38	Brothers	WzStawMAX	400	4,58	0 - 499				Koruma	3,88			CL	Chile	Chile	CL	="STREFA "&WYSZUKAJ.PIONOWO(BQ38;BU:BV;2;0)	Stany Zjednoczone Ameryki	3							GregoryOls	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	MyBasic	Swag42		PL	Darter180	Darter180	2016-6	49	=WYSZUKAJ.PIONOWO(F39;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F39;Sprawdzenie!$B:$G;6;0)	2 996,38zł	NIE	6	PLN	=E39			przyjęcie produktu [szt.] Grupa 1-a Kontrola produktu 1-tak	4253	2893	1,47				4252,71	2893	1,47						Strumpi	0-499	600	147	=AI39&AJ39	=AL39				KMA	182				BarbozaFreight	15569,32765					=BD39&BE39	CieszeSie	WzStaw1	999	5,99	500 - 999				LaManiaFas	3,19			CN	Chiny	China	CN	="STREFA "&WYSZUKAJ.PIONOWO(BQ39;BU:BV;2;0)	Arabia Saudyjska	4							Halier	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	MyButik	HunterGath		PL	Dax	Dax Cosmetics	2020-10	1467	=WYSZUKAJ.PIONOWO(F40;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F40;Sprawdzenie!$B:$G;6;0)	24 893,85zł	NIE	6	PLN	=E40			przyjęcie produktu [szt.] Grupa 2-b Kontrola produktu 0-nie	7845	6378	1,23	5766	13173	0,44	13610,67	19551	0,7						StudioMart	0-499	1589	371	=AI40&AJ40	=AL40				KrolestwoD	5886				BarbozaHandling	8167,382536					=BD40&BE40	CieszeSie	WzStaw2	9 999,00	3,69	6 000 - 9 999				LefleoPL	3,81			CW	Curaçao	Curaçao	CW	="STREFA "&WYSZUKAJ.PIONOWO(BQ40;BU:BV;2;0)	Armenia	4							HejZabawki	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	NaturalNat	WeAreWild		PL	DrZdrowie	Dr Zdrowie	2020-10	656	=WYSZUKAJ.PIONOWO(F41;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F41;Sprawdzenie!$B:$G;6;0)	17 886,85zł	NIE	6	PLN	=E41			przyjęcie produktu [szt.] Grupa 2-b Kontrola produktu 1-tak	1140	543	2,1				1140,3	543	2,1						SugarFree	0-499	1071	250	=AI41&AJ41	=AL41				LaMania	9427				BarbozaIT Services	13,19					=BD41&BE41	CieszeSie	WzStawMAX	10 000,00	2,99	10 000 - 19 999				Likano	4,66			HR	Chorwacja	Croatia	HR	="STREFA "&WYSZUKAJ.PIONOWO(BQ41;BU:BV;2;0)	Azerbejdżan	4							HealthlabE	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	0													
	Nikalab	KMA		PL	Duet	Tanie Sportowe	2020-8	366	=WYSZUKAJ.PIONOWO(F42;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F42;Sprawdzenie!$B:$G;6;0)	15 201,46zł	NIE	6	PLN	=E42			przyjęcie produktu [szt.] Grupa 3-c Kontrola produktu 0-nie	1577	641	2,46	20281	41132	0,49	21857,79	41773	0,52						Wicked	0-499	522	119	=AI42&AJ42	=AL42				LaManiaFas	44578				BarbozaMerchant Support	1275,026667					=BD42&BE42	Coffeeness	WzStawPrg1	999	1,49	500 - 999				Longvadon	8,04			CY	Cypr	Cyprus	CY	="STREFA "&WYSZUKAJ.PIONOWO(BQ42;BU:BV;2;0)	Bahrajn	4							HomeSpot	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Olsen	Forhumans		PL	Elevate	Bliss Shop	2020-5	0	=WYSZUKAJ.PIONOWO(F43;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F43;Sprawdzenie!$B:$G;6;0)	1 957,31zł	NIE	6	PLN	=E43			przyjęcie produktu [szt.] Grupa 3-c Kontrola produktu 1-tak	31	9	3,47				31,23	9	3,47						Forhumans	0-499	768	102	=AI43&AJ43	=AL43				LaRose	47189				BarbozaPackaging	238,35706					=BD43&BE43	Coffeeness	WzStawPrg2	2 999,00	1,19	1 000 - 2 999				Love&live	3,9			TD	Czad	Chad	TD	="STREFA "&WYSZUKAJ.PIONOWO(BQ43;BU:BV;2;0)	Chiny	4							IdeaLaszew	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Omnires	Balmark		PL	ESprit	Esprit		0	=WYSZUKAJ.PIONOWO(F44;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F44;Sprawdzenie!$B:$G;6;0)	1 018,85zł	TAK	6	PLN	=E44			przyjęcie produktu [szt.] Grupa 4-d Kontrola produktu 0-nie	584	139	4,2				583,8	139	4,2						SVRPolska	0-499	1023	190	=AI44&AJ44	=AL44				LefleoPL	1691				BarbozaProject Management	223,66					=BD44&BE44	Coffeeness	WzStawPrg3	9 999,00	0,99	6 000 - 9 999				LustriNet	5,4			ME	Czarnogóra	Montenegro	ME	="STREFA "&WYSZUKAJ.PIONOWO(BQ44;BU:BV;2;0)	Gruzja	4							InKowalews	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	OrganizerS	PDSSmart		PL	Evolve	EVOLVE	2022-05	16	=WYSZUKAJ.PIONOWO(F45;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F45;Sprawdzenie!$B:$G;6;0)	858,14zł	TAK	6	PLN	=E45			ZWROTY	138378	60645	2,28	121314	52812	2,3	259691,95	113457	2,29						Wunder	0-499	165	22	=AI45&AJ45	=AL45				LEVANN	37895				BarbozaWarehousing	3739,33					=BD45&BE45	Coffeeness	WzStawPrg4	0	0,89	0 - 499				ManyMornin	3,48			DK	Dania	Denmark	DK	="STREFA "&WYSZUKAJ.PIONOWO(BQ45;BU:BV;2;0)	Hongkong	4							ING	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	PanPablo	ShipBob		PL	FPBrand	Femistories	2021-05	4781	=WYSZUKAJ.PIONOWO(F46;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F46;Sprawdzenie!$B:$G;6;0)	127 539,85zł	NIE	6	PLN	=E46			każdy dodatkowy produkt w zwrocie	101987	39705	2,57	87970	40124	2,19	189957,6	79829	2,38						2drink	500-999	3194	799	=AI46&AJ46	=AL46				Longvadon	645				BilligVentFreight	12749,72					=BD46&BE46	ColumbusPL	WzStawPrg1	1 000,00	4,49	1 000 - 2 999				Mercator	2,68			DM	Dominika	Dominica	DM	="STREFA "&WYSZUKAJ.PIONOWO(BQ46;BU:BV;2;0)	Indie	4							INFOGURU	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	PrzegladPr	Wicked		PL	GlobDesign	LovePolandDesign	2021-08	295	=WYSZUKAJ.PIONOWO(F47;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F47;Sprawdzenie!$B:$G;6;0)	14 133,69zł	NIE	6	PLN	=E47			obsługa zwrotu i jednego produktu	36391	20940	1,74	25127	11399	2,2	61518,43	32339	1,9						ArtWorks	500-999	1595	515	=AI47&AJ47	=AL47				Mercator	15712				BilligVentHandling	6607,945					=BD47&BE47	ColumbusPL	WzStawPrg2	2 999,00	4,38	1 000 - 2 999				MonteNativ	7,96			DO	Dominikana	Dominican Republic	DO	="STREFA "&WYSZUKAJ.PIONOWO(BQ47;BU:BV;2;0)	Indonezja	4							InMilewska	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Rajpol	TPV		PL	Gruo	Gruo	2022-5	10	=WYSZUKAJ.PIONOWO(F48;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F48;Sprawdzenie!$B:$G;6;0)	459,00zł	TAK	6	PLN	=E48			zwrot produktu [szt.] Grupa 1-a Kontrola produktu 0-nie				7079	961	7,37	7079,32	961	7,37						Barboza	500-999	4915	730	=AI48&AJ48	=AL48				Mirakulina	289				BilligVentMerchant Support	466,03					=BD48&BE48	ColumbusPL	WzStawPrg3	9 999,00	4,04	6 000 - 9 999				Moonka	5,05			DJ	Dżibuti	Djibouti	DJ	="STREFA "&WYSZUKAJ.PIONOWO(BQ48;BU:BV;2;0)	Izrael	4							InNamysl	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Sablier	i-Club		PL	Hempoland	Hempoland	2020-09	243	=WYSZUKAJ.PIONOWO(F49;Sprawdzenie!$K:$V;12;0)	2. Churn in progress	=WYSZUKAJ.PIONOWO(F49;Sprawdzenie!$B:$G;6;0)	26 760,77zł	NIE	6	PLN	=E49			zwrot produktu [szt.] Grupa 2-b Kontrola produktu 0-nie				1137	328	3,47	1136,6	328	3,47						EvelineINT	500-999	695	473	=AI49&AJ49	=AL49				MonteNativ	215				BilligVentPackaging	2461,8625					=BD49&BE49	ColumbusPL	WzStawPrgMax	0	3,81	0 - 499				MOSEDA	4,47			EG	Egipt	Egypt	EG	="STREFA "&WYSZUKAJ.PIONOWO(BQ49;BU:BV;2;0)	Japonia	4							InMilewski	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	StudioMart	Kiekkotorn		PL	Klarta	Klarta	2018-09	4661	=WYSZUKAJ.PIONOWO(F50;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F50;Sprawdzenie!$B:$G;6;0)	113 800,23zł	TAK	6	PLN	=E50			PRZYJĘCIE+	161633	370665	0,44	137520	264314	0,52	299153,47	634979	0,47						FielmannCZ	500-999	918	171	=AI50&AJ50	=AL50				Moonka	1326				BilligVentProject Management	0					=BD50&BE50	ComfortCli	WzStaw1	1 000,00	1,49	1 000 - 2 999				MuveSA	3,14			EC	Ekwador	Ecuador	EC	="STREFA "&WYSZUKAJ.PIONOWO(BQ50;BU:BV;2;0)	Jordania	4							INPOST	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	SugarFree	Elara		PL	KlaudynaHe	Klaudyna Hebda	2020-08	8257	=WYSZUKAJ.PIONOWO(F51;Sprawdzenie!$K:$V;12;0)	2. Churn in progress	=WYSZUKAJ.PIONOWO(F51;Sprawdzenie!$B:$G;6;0)	148 931,69zł	NIE	6	PLN	=E51			PRZYJĘCIE	161633	370665	0,44	136493	264181	0,52	298126,24	634846	0,47						HomeSpot	500-999	3465	673	=AI51&AJ51	=AL51				MyBasic	98274				BilligVentWarehousing	10646,0175					=BD51&BE51	ComfortCli	WzStaw2	4 999,00	0,99	3 000 - 5 999				MyBasic	3,51			ER	Erytrea	Eritrea	ER	="STREFA "&WYSZUKAJ.PIONOWO(BQ51;BU:BV;2;0)	Katar	4							InPostPacz	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	SVRPolska	Cesare		PL	KMA	Warsawlabs	2022-09	82	=WYSZUKAJ.PIONOWO(F52;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F52;Sprawdzenie!$B:$G;6;0)	5 701,00zł	TAK	4	EUR	INT			Etykietowanie kodem kreskowym [szt.]	7612	16592	0,46	41854	82704	0,51	49465,99	99296	0,5						Jemyzdrowo	500-999	178	138	=AI52&AJ52	=AL52				MyButik	3961				BizuuAdditional	0					=BD52&BE52	ComfortCli	WzStaw3	13 999,00	0,79	10 000 - 19 999				MyButik	4,87			EE	Estonia	Estonia	EE	="STREFA "&WYSZUKAJ.PIONOWO(BQ52;BU:BV;2;0)	Korea Południowa	4							IProspect	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	TheClinic	wapi.com		PL	Koruma	Koruma	2019-06	694	=WYSZUKAJ.PIONOWO(F53;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F53;Sprawdzenie!$B:$G;6;0)	11 605,69zł	NIE	6	PLN	=E53			Kontrola numerów partii na przyjęciu [opakowanie zbiorcze]	54899	77969	0,7	13797	16101	0,86	68695,94	94070	0,73						LefleoPL	500-999	436	125	=AI53&AJ53	=AL53				Nikalab	13537				BizuuDiscount	0					=BD53&BE53	ComfortCli	WzStawMAX	14 000,00	0,42	10 000 - 19 999				NanoShower	8,14			ET	Etiopia	Ethiopia	ET	="STREFA "&WYSZUKAJ.PIONOWO(BQ53;BU:BV;2;0)	Kuwejt	4							InPrzybyl	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	VandaNowak	Kokoon		PL	LaMania	LaMania - H&L	2020-8	1383	=WYSZUKAJ.PIONOWO(F54;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F54;Sprawdzenie!$B:$G;6;0)	59 570,23zł	NIE	6	PLN	=E54			Kontrola numerów partii na przyjęciu [paleta]	427	206	2,07	336	135	2,49	763,27	341	2,24						MyButik	500-999	3753	670	=AI54&AJ54	=AL54				Nordic	8856				BizuuFreight	43830,0375					=BD54&BE54	DanielWell	WzStaw1	399	1,49	0 - 499				NaturalNat	5,4			FK	Falklandy	Falkland Islands (Malvinas)	FK	="STREFA "&WYSZUKAJ.PIONOWO(BQ54;BU:BV;2;0)	Oman	4							InPoswiata	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	FielmannCZ			PL	LaManiaFas	La Mania - Fashion	2021-07	5589	=WYSZUKAJ.PIONOWO(F55;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F55;Sprawdzenie!$B:$G;6;0)	127 989,85zł	NIE	6	PLN	=E55			Kontrola numerów partii na przyjęciu [szt.]	28995	110047	0,26	31738	84224	0,38	60732,72	194271	0,31						Orientana	500-999	2047	706	=AI55&AJ55	=AL55				NuviaLab	38				BizuuHandling	39069,2025					=BD55&BE55	DanielWell	WzStaw2	499	1,2	0 - 499				NEwhereUK	3,92			FJ	Fidżi Republika	Fiji	FJ	="STREFA "&WYSZUKAJ.PIONOWO(BQ55;BU:BV;2;0)	Rosja	4							Jetpol	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	0													
	Forhumans			PL	LefleoPL	Lefleo	2021-06	186	=WYSZUKAJ.PIONOWO(F56;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F56;Sprawdzenie!$B:$G;6;0)	6 114,92zł	NIE	6	PLN	=E56			Przyjęcie dostawy [opakowanie zbiorcze - SSCC]	1392	1542	0,9				1392,06	1542	0,9						PanPablo	500-999	1864	466	=AI56&AJ56	=AL56				Olsen	19508				BizuuIT Services	32,7375					=BD56&BE56	DanielWell	WzStaw3	699	1,09	500 - 999				Nikalab	3,99			PH	Filipiny	Philippines	PH	="STREFA "&WYSZUKAJ.PIONOWO(BQ56;BU:BV;2;0)	Singapur	4							KancOstro	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	ArtWorks			PL	Likano	Likano 3mk	2022-05	582	=WYSZUKAJ.PIONOWO(F57;Sprawdzenie!$K:$V;12;0)	2. Churn in progress	=WYSZUKAJ.PIONOWO(F57;Sprawdzenie!$B:$G;6;0)	10 447,25zł	TAK	6	PLN	=E57			Przyjęcie opakowania zbiorczego z SSCC [inner]	499	1540	0,32				499,42	1540	0,32						Sablier	500-999	3631	908	=AI57&AJ57	=AL57				OrganizerS	2031				BizuuMerchant Support	2257,245					=BD57&BE57	DanielWell	WzStaw4	1 199,00	1,02	1 000 - 2 999				Nohate	2,7			FI	Finlandia	Finland	FI	="STREFA "&WYSZUKAJ.PIONOWO(BQ57;BU:BV;2;0)	Tajlandia	4							Julovi	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	0													
	ORM			PL	LustriNet	Lustri net	2022-5	172	=WYSZUKAJ.PIONOWO(F58;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F58;Sprawdzenie!$B:$G;6;0)	3 916,29zł	TAK	6	PLN	=E58			Skanowanie dokumentu				14012	725	19,33	14011,92	725	19,33						TPV	500-999	1187	306	=AI58&AJ58	=AL58				Orientana	11791				BizuuPackaging	5528,425					=BD58&BE58	DanielWell	WzStaw5	1 699,00	1	1 000 - 2 999				Nordic	4,7			TF	Francuskie Terytorium Południowe	French Southern Territories	TF	="STREFA "&WYSZUKAJ.PIONOWO(BQ58;BU:BV;2;0)	Tajwan	4							Kat	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	0													
	EvelinePL			PL	Mercator	Mercator Medical	2022-10	3288	=WYSZUKAJ.PIONOWO(F59;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F59;Sprawdzenie!$B:$G;6;0)	57 170,00zł	NIE	2	PLN	=E59			Wprowadzenie daty ważności [opakowanie zbiorcze]	39978	56722	0,7	7997	9306	0,86	47975,06	66028	0,73						VandaNowak	500-999	2183	592	=AI59&AJ59	=AL59				Osa	14				BizuuWarehousing	19147,895					=BD59&BE59	DanielWell	WzStaw6	2 999,00	0,97	1 000 - 2 999				Olsen	3,29			FR	Francja	France	FR	="STREFA "&WYSZUKAJ.PIONOWO(BQ59;BU:BV;2;0)	Turcja	4							KawałTorby	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	0													
	LaRose			PL	Moonka	Moonka	2021-3	204	=WYSZUKAJ.PIONOWO(F60;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F60;Sprawdzenie!$B:$G;6;0)	6 642,00zł	NIE	6	PLN	=E60			Wprowadzenie daty ważności [paleta]	480	275	1,74	348	139	2,51	827,82	414	2						Wicked	500-999	590	139	=AI60&AJ60	=AL60				PanPablo	4170				BrothersAdditional	412,01					=BD60&BE60	DanielWell	WzStaw7	4 999,00	0,91	3 000 - 5 999				OrganizerS	6,22				Włącznie z Monako MC i francuskimi departamentami zamorskimi (Gujana Francuska GF, Gwadelupa GP, Martynika MQ i Reunion RE) oraz francuska część wyspy Saint-Martin			="STREFA "&WYSZUKAJ.PIONOWO(BQ60;BU:BV;2;0)	Turkmenistan	4							Klarta	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Gugu			PL	MOSEDA	Moseda	2022-3	830	=WYSZUKAJ.PIONOWO(F61;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F61;Sprawdzenie!$B:$G;6;0)	13 041,44zł	TAK	6	PLN	=E61			Wprowadzenie daty ważności [szt.]	27351	105772	0,26	26411	70847	0,37	53762,04	176619	0,3						Geberich	500-999	1939	246	=AI61&AJ61	=AL61				PDSSmart	3				BrothersFreight	444,1775					=BD61&BE61	DanielWell	WzStaw8	7 499,00	0,84	6 000 - 9 999				ORM	4,89			GA	Gabon	Gabon	GA	="STREFA "&WYSZUKAJ.PIONOWO(BQ61;BU:BV;2;0)	Uzbekistan	4							KinkyWinky	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	0													
	HomeSpot			PL	MyBasic	My Basic	2018-12	6352	=WYSZUKAJ.PIONOWO(F62;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F62;Sprawdzenie!$B:$G;6;0)	119 146,38zł	NIE	6	PLN	=E62			ZWROTY				1027	133	7,72	1027,23	133	7,72						Bizuu	1000-2999	7966	2664	=AI62&AJ62	=AL62				Ralls	961				BrothersHandling	1091,745					=BD62&BE62	DanielWell	WzStawMAX	7 500,00	0,79	6 000 - 9 999				OryxIsles	8,02			GM	Gambia	Gambia	GM	="STREFA "&WYSZUKAJ.PIONOWO(BQ62;BU:BV;2;0)	Zjednoczone Emiraty Arabskie	4							Kayax	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	Orientana			PL	MyButik	My Butik	2018-10	453	=WYSZUKAJ.PIONOWO(F63;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F63;Sprawdzenie!$B:$G;6;0)	12 693,62zł	TAK	6	PLN	=E63			old->Prasowanie [szt.]				632	82	7,71	632,19	82	7,71						Dax	1000-2999	4295	1466	=AI63&AJ63	=AL63				Sablier	13998				BrothersMerchant Support	428,19					=BD63&BE63	Darter180	WzStaw1	199	6,82	0 - 499				Osa	7,96			GH	Ghana	Ghana	GH	="STREFA "&WYSZUKAJ.PIONOWO(BQ63;BU:BV;2;0)	Afganistan	5							LapWing	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
	LEVANN			PL	NaturalNat	Naturalnation	2022-5	60	=WYSZUKAJ.PIONOWO(F64;Sprawdzenie!$K:$V;12;0)	1. Live	=WYSZUKAJ.PIONOWO(F64;Sprawdzenie!$B:$G;6;0)	4 009,75zł	TAK	6	PLN	=E64			old->Prasowanie kolejna [szt.]				395	51	7,75	395,04	51	7,75						Fielmann	1000-2999	1647	307	=AI64&AJ64	=AL64				Strumpi	1026				BrothersPackaging	329,595					=BD64&BE64	Darter180	WzStaw2	299	6,25	0 - 499				PanPablo	2,75			GI	Gibraltar	Gibraltar	GI	="STREFA "&WYSZUKAJ.PIONOWO(BQ64;BU:BV;2;0)	Albania	5							KreskSJ	WzStawTop	WYDANIE	ile produków jest wliczonych w paczkę	1													
